Left Upper Arm,Left Lower Arm,Right Upper Arm,Right Lower Arm,Left Thigh,Left Lower Leg,Right Thigh,Right Lower Leg,Left Eye to Nose,Right Eye to Nose,File Name
355.5670191401498,252.1033361887484,317.5911252967745,252.98788498455684,,,,,61.67442944474038,34.76081939728154,p000_1234.png
382.4110688268695,,389.5893530278002,,389.6712847533584,,,,64.75864776932191,69.5899505922301,p000_27182.png
390.2770387811881,,386.08603141532114,179.4359791279692,,,,,69.7828467591545,74.70979716330521,p000_31415.png
321.9807012298263,248.47470956587367,345.2568286667608,238.8924308870408,,,228.75399564112692,,65.29141250495223,46.349517294843025,p000_42.png
358.6827548065366,276.25116769744596,349.47683291876376,203.61978195959745,,,275.88326155558224,,60.58686439271571,62.34430003047408,p000_8675309.png
274.3041008774169,223.52606176887298,256.4655928026715,239.01825409567275,,,,,51.96644762413145,32.67518834500334,p001_1234.png
377.142142109663,,376.1932344642579,,,,,,64.8309382115114,63.46223750071333,p001_27182.png
367.25878165011505,198.65861456642867,376.6731744643127,,,,,,64.75216254265723,67.46067727019393,p001_31415.png
395.75323377507874,,378.48773128637015,,,,,,65.59570377822949,65.57354655681401,p001_42.png
346.5585651185855,248.28420436432333,353.7099865870201,228.37590376206182,,,,,59.95720524145275,60.326517807384924,p001_8675309.png
457.0476769512525,363.63211329728847,,,,,,,83.71449861835792,89.79785017832083,p002_1234.png
,,361.79330080788753,,,,,,94.7447267648041,91.08601242304138,p002_27182.png
,,398.0010757525893,321.10250366416085,,,,,46.61295611491328,75.68987891603118,p002_31415.png
,,,,,,,,105.28418187196529,101.15873884474611,p002_42.png
449.9670873786077,395.2609445939413,406.45516365550566,198.95512247619237,,,,,,,p002_8675309.png
440.35249880314774,,351.83711267546624,,,,364.6158377842091,,81.86576458301305,47.91084530088625,p003_1234.png
439.3028652057366,,434.0228101663127,,,,,,84.56866539552946,86.45855095947125,p003_27182.png
520.4404661507351,,498.6569555555694,,252.4773142232885,,373.2790536037773,,,35.461709663209675,p003_31415.png
473.8501309822798,,441.7291514722808,,,,,,79.42394156301748,54.70579694907313,p003_42.png
418.70523935616524,356.61392462178003,334.8694478382566,203.34099942946816,,,265.42703152021676,,66.88039800892683,49.8424100052425,p003_8675309.png
366.8876589435375,192.82136491389323,375.60016796487673,211.80347137143636,,,,,66.70123934023133,41.35306518161376,p004_1234.png
423.23426902963547,,412.92287626727244,,,,,,71.8241328560293,72.810536762219,p004_27182.png
476.62320225224465,,468.1455170682068,,,,,,79.74574656176242,80.08453074652944,p004_31415.png
404.38097834384035,,376.039152674737,,,,,,69.23461312402613,67.57928083467179,p004_42.png
358.83976763032325,198.531323966303,365.7147402208387,209.71109680549677,,,,,57.61778712117711,59.91117692573491,p004_8675309.png
,,,,,,,,,,p005_1234.png
,,353.5680828994689,,,,,,85.70474334940245,105.9346647221247,p005_27182.png
736.106610598573,,,,,,,,71.10983826115663,119.57991013482456,p005_31415.png
,,,,,,,,114.15200287825527,104.94101217957473,p005_42.png
547.9571841027499,,477.879042383305,321.1958917448473,,,,,72.10817421243165,51.85463335502191,p005_8675309.png
292.9339836373653,249.56778724496246,271.4686535249496,155.06345295317172,,502.5498131207688,,,51.784446906174686,41.568054864090726,p006_1234.png
319.9299308896911,218.3644649685437,311.14048041315385,212.77957584935012,289.79597607963564,,316.29428267671005,,52.79077079455773,54.425002736374765,p006_27182.png
370.75337381847254,235.09222454558224,358.25385284721096,223.68408552753658,208.0184621963665,,213.26332069916813,,55.35419250784482,56.95587916437469,p006_31415.png
375.60328161026223,233.15160807168877,354.7517696863249,245.2602353781901,,,155.49605624218705,,64.95080725109506,60.97764187400333,p006_42.png
346.60994142497265,210.40308577037575,347.6951718497044,228.2728449919925,249.46084271691663,,266.2806010076711,,57.73974292865264,62.16993785132533,p006_8675309.png
270.4257064614278,222.88432561688577,261.46857349155385,230.29967685832113,,,,,47.790561034796674,28.730464585610672,p007_1234.png
381.96840234960194,,371.60984931112057,,,,,,57.89323281192947,59.31591812613734,p007_27182.png
400.36892612534683,,397.06185575195366,,,,,,69.93123278602837,68.77977114922965,p007_31415.png
375.32325272984605,,369.0571375854883,,,,,,60.68300984414639,64.81778384556382,p007_42.png
358.2086995003784,198.07278474645165,373.00775115251696,,,,,,54.629294591325845,58.99971558223443,p007_8675309.png
521.3408099757665,,,,,,,,110.33154319977609,101.40976356960104,p008_1234.png
,,409.29081874852193,,,,,,78.92608496733949,85.87623132566868,p008_27182.png
,,327.444329280052,,,,,,40.32819922224761,75.684527532632,p008_31415.png
,,455.32570072219136,,,,,,124.81983132965787,109.39793283010935,p008_42.png
,391.6664880413356,418.2147594108368,,,,,,,,p008_8675309.png
281.48742667503046,263.6032500095329,284.1251339715298,258.6034735047735,170.26234751674264,,191.93344945326132,,51.58832111659401,31.812114577201687,p009_1234.png
354.12638267193546,183.5138271768252,344.2324078600416,200.57250582257112,382.49014830851615,,319.1000427445181,,64.65313332297879,66.19969593337414,p009_27182.png
376.3192725982917,193.52720538150814,380.97962825167104,187.87542168724923,256.25829434262675,,,,62.317274278811354,66.46166566634751,p009_31415.png
366.77718097322435,,391.95314733157613,,,,230.31477315675156,,70.29422895182323,50.911548729214886,p009_42.png
361.685033912633,283.94199924789774,356.32632496665985,264.7360307635074,177.762629736961,,230.96985759963374,,58.102075672499396,61.24228517799702,p009_8675309.png
271.1524701479167,225.00766828908218,257.8987417932544,229.3748463057516,,,,,53.85477024456832,32.827714132198054,p010_1234.png
362.18877782197677,,360.2666377919348,,,,,,62.265805876124176,61.68310054919093,p010_27182.png
305.2222510019134,151.25245693297188,319.2037747952542,279.72254014746596,,,,,48.42705306549687,34.63325816398866,p010_31415.png
402.3701616623691,,369.1692867649114,,,,,,72.73251657622643,75.57351593844632,p010_42.png
345.3722828367744,254.26784337693576,348.8312436045517,230.12801200635698,,,,,56.636672278351,61.609727485025225,p010_8675309.png
,,493.7520338045007,,,,,,109.06305573250233,95.36822676495353,p011_1234.png
,,,,,,,,132.92153861308955,110.60174540861175,p011_27182.png
476.50150216142094,362.42175864514826,390.37299948141197,275.0037449758666,,,,,45.94065995946543,82.38392952804811,p011_31415.png
,,,,,,,,120.1914723484593,143.11299036522297,p011_42.png
,,478.6903481071366,,,,,,,,p011_8675309.png
458.04738525868817,,371.28832515644206,,,,285.73471579082116,,85.19228083391461,62.39376658017767,p012_1234.png
439.8227604430445,,444.61288977405394,,304.4593059011919,,332.3801487666429,,83.26676240508492,84.49722170695685,p012_27182.png
,278.71897695474496,,286.0477948358467,,,,,,,p012_31415.png
,,438.3545257949962,,,,,,92.62618279348433,65.98576082585538,p012_42.png
418.21094319818815,463.75972454553664,505.4643744138073,,,,,,75.49098438842462,78.68857271401639,p012_8675309.png
362.7378185883066,197.49232030376936,347.78114990197514,224.21094016717976,,,,,64.41456850132475,40.61509758783425,p013_1234.png
422.62938398115404,,399.24412649083825,,,,,,76.55732004109437,75.61177202471679,p013_27182.png
478.81707472132535,340.2381588745211,481.85679642031965,341.50971670048165,,,,,,,p013_31415.png
403.9957763376551,,334.66342078518755,,,,,,68.87216507694748,65.91499141135826,p013_42.png
387.9377112124949,,397.11912375504596,,,,,,60.362298158142025,63.43775739999488,p013_8675309.png
,,,,,,,,186.44194490313348,237.54438294311282,p014_1234.png
,,605.7393485326243,,,,,,116.91186016947205,80.88454359836489,p014_27182.png
