File Name,Score
p000_1234.png,21.199432373046875
p000_27182.png,25.119503021240234
p000_31415.png,13.032343864440918
p000_42.png,26.691242218017578
p000_8675309.png,35.21377944946289
p001_1234.png,22.595354080200195
p001_27182.png,46.010498046875
p001_31415.png,27.739648818969727
p001_42.png,31.462818145751953
p001_8675309.png,12.652472496032715
p002_1234.png,22.7911376953125
p002_27182.png,25.247920989990234
p002_31415.png,15.423158645629883
p002_42.png,25.36026382446289
p002_8675309.png,35.51508712768555
p003_1234.png,0.0
p003_27182.png,0.0
p003_31415.png,0.0
p003_42.png,0.0
p003_8675309.png,0.0
p004_1234.png,18.25718879699707
p004_27182.png,12.055840492248535
p004_31415.png,12.289322853088379
p004_42.png,7.735352993011475
p004_8675309.png,0.0
p005_1234.png,74.9210205078125
p005_27182.png,32.550079345703125
p005_31415.png,19.932706832885742
p005_42.png,0.0
p005_8675309.png,0.0
p006_1234.png,41.30124282836914
p006_27182.png,41.12263488769531
p006_31415.png,41.44251251220703
p006_42.png,46.07264709472656
p006_8675309.png,44.35220718383789
p007_1234.png,32.170841217041016
p007_27182.png,26.758806228637695
p007_31415.png,22.973709106445312
p007_42.png,26.250446319580078
p007_8675309.png,42.13469314575195
p008_1234.png,16.968650817871094
p008_27182.png,17.57758140563965
p008_31415.png,26.306798934936523
p008_42.png,20.44124984741211
p008_8675309.png,42.88214111328125
p009_1234.png,20.873403549194336
p009_27182.png,22.553115844726562
p009_31415.png,33.04525375366211
p009_42.png,30.407155990600586
p009_8675309.png,27.24530792236328
p010_1234.png,23.26966667175293
p010_27182.png,4.8559956550598145
p010_31415.png,5.386249542236328
p010_42.png,38.32554244995117
p010_8675309.png,30.01602554321289
p011_1234.png,22.068809509277344
p011_27182.png,21.21475601196289
p011_31415.png,22.666046142578125
p011_42.png,26.92770767211914
p011_8675309.png,31.28474998474121
p012_1234.png,0.0
p012_27182.png,0.0
p012_31415.png,0.0
p012_42.png,0.0
p012_8675309.png,0.0
p013_1234.png,15.916900634765625
p013_27182.png,0.0
p013_31415.png,0.0
p013_42.png,1.6707109212875366
p013_8675309.png,0.0
p014_1234.png,67.39115905761719
p014_27182.png,51.23912048339844
p014_31415.png,13.50668716430664
p014_42.png,11.797894477844238
p014_8675309.png,13.239812850952148
p015_1234.png,38.79442596435547
p015_27182.png,38.18428421020508
p015_31415.png,48.86220169067383
p015_42.png,46.78327560424805
p015_8675309.png,43.86112976074219
p016_1234.png,26.147680282592773
p016_27182.png,20.846418380737305
p016_31415.png,22.060895919799805
p016_42.png,30.6330509185791
p016_8675309.png,42.36207580566406
p017_1234.png,25.537385940551758
p017_27182.png,22.424571990966797
p017_31415.png,33.435611724853516
p017_42.png,15.498546600341797
p017_8675309.png,53.018104553222656
p018_1234.png,14.370675086975098
p018_27182.png,30.243276596069336
p018_31415.png,35.92084503173828
p018_42.png,26.304624557495117
p018_8675309.png,21.595251083374023
p019_1234.png,22.61246109008789
p019_27182.png,14.596967697143555
p019_31415.png,29.2308349609375
p019_42.png,27.4345760345459
p019_8675309.png,30.763891220092773
p020_1234.png,20.208248138427734
p020_27182.png,21.520605087280273
p020_31415.png,17.265966415405273
p020_42.png,22.09341812133789
p020_8675309.png,34.49103927612305
p021_1234.png,3.829150915145874
p021_27182.png,12.501996040344238
p021_31415.png,0.0
p021_42.png,0.0
p021_8675309.png,0.0
p022_1234.png,30.49896812438965
p022_27182.png,3.7520294189453125
p022_31415.png,21.59110450744629
p022_42.png,18.786144256591797
p022_8675309.png,36.013057708740234
p023_1234.png,62.90870666503906
p023_27182.png,48.07276153564453
p023_31415.png,31.83598518371582
p023_42.png,0.0
p023_8675309.png,75.3230209350586
p024_1234.png,40.16551208496094
p024_27182.png,23.278989791870117
p024_31415.png,37.583980560302734
p024_42.png,35.926719665527344
p024_8675309.png,39.291229248046875
p025_1234.png,28.352264404296875
p025_27182.png,23.815597534179688
p025_31415.png,40.54585647583008
p025_42.png,62.4780158996582
p025_8675309.png,38.4521369934082
p026_1234.png,22.018308639526367
p026_27182.png,22.325769424438477
p026_31415.png,41.08262252807617
p026_42.png,15.852471351623535
p026_8675309.png,37.899131774902344
p027_1234.png,18.511531829833984
p027_27182.png,19.565980911254883
p027_31415.png,17.778230667114258
p027_42.png,24.467300415039062
p027_8675309.png,0.0
p028_1234.png,22.69090461730957
p028_27182.png,22.257783889770508
p028_31415.png,26.375164031982422
p028_42.png,20.473552703857422
p028_8675309.png,19.705642700195312
p029_1234.png,22.396556854248047
p029_27182.png,14.125582695007324
p029_31415.png,9.670719146728516
p029_42.png,10.42368221282959
p029_8675309.png,13.109265327453613
p030_1234.png,0.0
p030_27182.png,0.0
p030_31415.png,5.87808895111084
p030_42.png,18.350677490234375
p030_8675309.png,0.0
p031_1234.png,0.0
p031_27182.png,4.244513511657715
p031_31415.png,5.7349534034729
p031_42.png,7.632332801818848
p031_8675309.png,9.661574363708496
p032_1234.png,0.0
p032_27182.png,3.358445405960083
p032_31415.png,46.231658935546875
p032_42.png,4.557676315307617
p032_8675309.png,0.0
p033_1234.png,32.55095291137695
p033_27182.png,18.617042541503906
p033_31415.png,39.92585372924805
p033_42.png,22.565935134887695
